0.1	94.3872950303
0.110882524038	108.375496701
0.122949341369	126.922837671
0.136329332998	151.568843089
0.151165405432	184.50662584
0.167616017014	228.884427101
0.185856870357	289.423929447
0.206082788949	375.842458851
0.228509797994	502.813433514
0.253377431689	680.370501807
0.280951291598	925.796826216
0.31152588344	1261.6404161
0.345427762589	1719.10943562
0.383019021885	2342.745747
0.42470115901	3192.84439473
0.470919364727	4351.66459124
0.522167277791	5931.35459484
0.578992257313	8084.79985735
0.642001228891	11020.4270829
0.711867166947	15022.3815083
0.789336282506	20478.0345127
0.875235993187	27915.4850911
0.970483760531	38054.6849118
1.07609688905	51877.1369071
1.19320339167	70720.9144852
1.32305403759	96410.1933636
1.46703571126	131431.813975
1.62668622517	179175.966758
1.80371074465	244264.27964
2.0	332997.032157
